factor
"group_mean((open - high)/(returns - close), subindustry)"
"group_mean(-(adj_close - high)/(adj_close - open), subindustry)"
"group_zscore((adj_close - high)/(adj_close - high), subindustry)"
"group_rank((adj_close - high)/(adj_close - high), subindustry)"
"group_mean((adj_close - high)/(adj_close - high), subindustry)"
"group_zscore(-(adj_close - high)/(adj_close - high), subindustry)"
"group_rank(-(adj_close - high)/(adj_close - high), subindustry)"
"group_mean(-(adj_close - high)/(adj_close - high), subindustry)"
"group_zscore((adj_close - high)/(adj_close - low), subindustry)"
"group_rank((adj_close - high)/(adj_close - low), subindustry)"
"group_mean((adj_close - high)/(adj_close - low), subindustry)"
"group_zscore(-(adj_close - high)/(adj_close - low), subindustry)"
"group_rank(-(adj_close - high)/(adj_close - low), subindustry)"
"group_mean(-(adj_close - high)/(adj_close - low), subindustry)"
"group_zscore((adj_close - high)/(adj_close - close), subindustry)"
"group_rank((adj_close - high)/(adj_close - close), subindustry)"
"group_mean((adj_close - high)/(adj_close - close), subindustry)"
"group_zscore(-(adj_close - high)/(adj_close - close), subindustry)"
"group_rank(-(adj_close - high)/(adj_close - close), subindustry)"
"group_mean(-(adj_close - high)/(adj_close - close), subindustry)"
"group_zscore((adj_close - high)/(adj_close - vwap), subindustry)"
"group_rank((adj_close - high)/(adj_close - vwap), subindustry)"
"group_mean((adj_close - high)/(adj_close - vwap), subindustry)"
"group_zscore(-(adj_close - high)/(adj_close - vwap), subindustry)"
"group_rank(-(adj_close - high)/(adj_close - vwap), subindustry)"
"group_mean(-(adj_close - high)/(adj_close - vwap), subindustry)"
"group_zscore((adj_close - high)/(adj_close - returns), subindustry)"
"group_rank((adj_close - high)/(adj_close - returns), subindustry)"
"group_mean((adj_close - high)/(adj_close - returns), subindustry)"
"group_zscore(-(adj_close - high)/(adj_close - returns), subindustry)"
"group_rank(-(adj_close - high)/(adj_close - returns), subindustry)"
"group_mean(-(adj_close - high)/(adj_close - returns), subindustry)"
"group_zscore((adj_close - low)/(open - high), subindustry)"
"group_rank((adj_close - low)/(open - high), subindustry)"
"group_mean((adj_close - low)/(open - high), subindustry)"
"group_zscore(-(adj_close - low)/(open - high), subindustry)"
"group_rank(-(adj_close - low)/(open - high), subindustry)"
"group_mean(-(adj_close - low)/(open - high), subindustry)"
"group_zscore((adj_close - low)/(open - low), subindustry)"
"group_rank((adj_close - low)/(open - low), subindustry)"
"group_mean((adj_close - low)/(open - low), subindustry)"
"group_zscore(-(adj_close - low)/(open - low), subindustry)"
"group_rank(-(adj_close - low)/(open - low), subindustry)"
"group_mean(-(adj_close - low)/(open - low), subindustry)"
"group_zscore((adj_close - low)/(open - close), subindustry)"
"group_rank((adj_close - low)/(open - close), subindustry)"
"group_mean((adj_close - low)/(open - close), subindustry)"
"group_zscore(-(adj_close - low)/(open - close), subindustry)"
"group_rank(-(adj_close - low)/(open - close), subindustry)"
"group_mean(-(adj_close - low)/(open - close), subindustry)"
"group_zscore((adj_close - low)/(open - vwap), subindustry)"
"group_rank((adj_close - low)/(open - vwap), subindustry)"
"group_mean((adj_close - low)/(open - vwap), subindustry)"
"group_zscore(-(adj_close - low)/(open - vwap), subindustry)"
"group_rank(-(adj_close - low)/(open - vwap), subindustry)"
"group_mean(-(adj_close - low)/(open - vwap), subindustry)"
"group_zscore((adj_close - low)/(open - returns), subindustry)"
"group_rank((adj_close - low)/(open - returns), subindustry)"
"group_mean((adj_close - low)/(open - returns), subindustry)"
"group_zscore(-(adj_close - low)/(open - returns), subindustry)"
"group_rank(-(adj_close - low)/(open - returns), subindustry)"
"group_mean(-(adj_close - low)/(open - returns), subindustry)"
"group_zscore((adj_close - low)/(open - adj_close), subindustry)"
"group_rank((adj_close - low)/(open - adj_close), subindustry)"
"group_mean((adj_close - low)/(open - adj_close), subindustry)"
"group_zscore(-(adj_close - low)/(open - adj_close), subindustry)"
"group_rank(-(adj_close - low)/(open - adj_close), subindustry)"
"group_mean(-(adj_close - low)/(open - adj_close), subindustry)"
"group_zscore((adj_close - low)/(high - open), subindustry)"
"group_rank((adj_close - low)/(high - open), subindustry)"
"group_mean((adj_close - low)/(high - open), subindustry)"
"group_zscore(-(adj_close - low)/(high - open), subindustry)"
"group_rank(-(adj_close - low)/(high - open), subindustry)"
"group_mean(-(adj_close - low)/(high - open), subindustry)"
"group_zscore((adj_close - low)/(high - low), subindustry)"
"group_rank((adj_close - low)/(high - low), subindustry)"
"group_mean((adj_close - low)/(high - low), subindustry)"
"group_zscore(-(adj_close - low)/(high - low), subindustry)"
"group_rank(-(adj_close - low)/(high - low), subindustry)"
"group_mean(-(adj_close - low)/(high - low), subindustry)"
"group_zscore((adj_close - low)/(high - close), subindustry)"
"group_rank((adj_close - low)/(high - close), subindustry)"
"group_mean((adj_close - low)/(high - close), subindustry)"
"group_zscore(-(adj_close - low)/(high - close), subindustry)"
"group_rank(-(adj_close - low)/(high - close), subindustry)"
"group_mean(-(adj_close - low)/(high - close), subindustry)"
"group_zscore((adj_close - low)/(high - vwap), subindustry)"
"group_rank((adj_close - low)/(high - vwap), subindustry)"
"group_mean((adj_close - low)/(high - vwap), subindustry)"
"group_zscore(-(adj_close - low)/(high - vwap), subindustry)"
"group_rank(-(adj_close - low)/(high - vwap), subindustry)"
"group_mean(-(adj_close - low)/(high - vwap), subindustry)"
"group_zscore((adj_close - low)/(high - returns), subindustry)"
"group_rank((adj_close - low)/(high - returns), subindustry)"
"group_mean((adj_close - low)/(high - returns), subindustry)"
"group_zscore(-(adj_close - low)/(high - returns), subindustry)"
"group_rank(-(adj_close - low)/(high - returns), subindustry)"
"group_mean(-(adj_close - low)/(high - returns), subindustry)"
"group_zscore((adj_close - low)/(high - adj_close), subindustry)"
"group_rank((adj_close - low)/(high - adj_close), subindustry)"
"group_mean((adj_close - low)/(high - adj_close), subindustry)"
"group_zscore(-(adj_close - low)/(high - adj_close), subindustry)"
"group_rank(-(adj_close - low)/(high - adj_close), subindustry)"
"group_mean(-(adj_close - low)/(high - adj_close), subindustry)"
"group_zscore((adj_close - low)/(low - open), subindustry)"
"group_rank((adj_close - low)/(low - open), subindustry)"
"group_mean((adj_close - low)/(low - open), subindustry)"
"group_zscore(-(adj_close - low)/(low - open), subindustry)"
"group_rank(-(adj_close - low)/(low - open), subindustry)"
"group_mean(-(adj_close - low)/(low - open), subindustry)"
"group_zscore((adj_close - low)/(low - high), subindustry)"
"group_rank((adj_close - low)/(low - high), subindustry)"
"group_mean((adj_close - low)/(low - high), subindustry)"
"group_zscore(-(adj_close - low)/(low - high), subindustry)"
"group_rank(-(adj_close - low)/(low - high), subindustry)"
"group_mean(-(adj_close - low)/(low - high), subindustry)"
"group_zscore((adj_close - low)/(low - close), subindustry)"
"group_rank((adj_close - low)/(low - close), subindustry)"
"group_mean((adj_close - low)/(low - close), subindustry)"
"group_zscore(-(adj_close - low)/(low - close), subindustry)"
"group_rank(-(adj_close - low)/(low - close), subindustry)"
"group_mean(-(adj_close - low)/(low - close), subindustry)"
"group_zscore((adj_close - low)/(low - vwap), subindustry)"
"group_rank((adj_close - low)/(low - vwap), subindustry)"
"group_mean((adj_close - low)/(low - vwap), subindustry)"
"group_zscore(-(adj_close - low)/(low - vwap), subindustry)"
"group_rank(-(adj_close - low)/(low - vwap), subindustry)"
"group_mean(-(adj_close - low)/(low - vwap), subindustry)"
"group_zscore((adj_close - low)/(low - returns), subindustry)"
"group_rank((adj_close - low)/(low - returns), subindustry)"
"group_mean((adj_close - low)/(low - returns), subindustry)"
"group_zscore(-(adj_close - low)/(low - returns), subindustry)"
"group_rank(-(adj_close - low)/(low - returns), subindustry)"
"group_mean(-(adj_close - low)/(low - returns), subindustry)"
"group_zscore((adj_close - low)/(low - adj_close), subindustry)"
"group_rank((adj_close - low)/(low - adj_close), subindustry)"
"group_mean((adj_close - low)/(low - adj_close), subindustry)"
"group_zscore(-(adj_close - low)/(low - adj_close), subindustry)"
"group_rank(-(adj_close - low)/(low - adj_close), subindustry)"
"group_mean(-(adj_close - low)/(low - adj_close), subindustry)"
"group_zscore((adj_close - low)/(close - open), subindustry)"
"group_rank((adj_close - low)/(close - open), subindustry)"
"group_mean((adj_close - low)/(close - open), subindustry)"
"group_zscore(-(adj_close - low)/(close - open), subindustry)"
"group_rank(-(adj_close - low)/(close - open), subindustry)"
"group_mean(-(adj_close - low)/(close - open), subindustry)"
"group_zscore((adj_close - low)/(close - high), subindustry)"
"group_rank((adj_close - low)/(close - high), subindustry)"
"group_mean((adj_close - low)/(close - high), subindustry)"
"group_zscore(-(adj_close - low)/(close - high), subindustry)"
"group_rank(-(adj_close - low)/(close - high), subindustry)"
"group_mean(-(adj_close - low)/(close - high), subindustry)"
"group_zscore((adj_close - low)/(close - low), subindustry)"
"group_rank((adj_close - low)/(close - low), subindustry)"
"group_mean((adj_close - low)/(close - low), subindustry)"
"group_zscore(-(adj_close - low)/(close - low), subindustry)"
"group_rank(-(adj_close - low)/(close - low), subindustry)"
"group_mean(-(adj_close - low)/(close - low), subindustry)"
"group_zscore((adj_close - low)/(close - vwap), subindustry)"
"group_rank((adj_close - low)/(close - vwap), subindustry)"
"group_mean((adj_close - low)/(close - vwap), subindustry)"
"group_zscore(-(adj_close - low)/(close - vwap), subindustry)"
"group_rank(-(adj_close - low)/(close - vwap), subindustry)"
"group_mean(-(adj_close - low)/(close - vwap), subindustry)"
"group_zscore((adj_close - low)/(close - returns), subindustry)"
"group_rank((adj_close - low)/(close - returns), subindustry)"
"group_mean((adj_close - low)/(close - returns), subindustry)"
"group_zscore(-(adj_close - low)/(close - returns), subindustry)"
"group_rank(-(adj_close - low)/(close - returns), subindustry)"
"group_mean(-(adj_close - low)/(close - returns), subindustry)"
"group_zscore((adj_close - low)/(close - adj_close), subindustry)"
"group_rank((adj_close - low)/(close - adj_close), subindustry)"
"group_mean((adj_close - low)/(close - adj_close), subindustry)"
"group_zscore(-(adj_close - low)/(close - adj_close), subindustry)"
"group_rank(-(adj_close - low)/(close - adj_close), subindustry)"
"group_mean(-(adj_close - low)/(close - adj_close), subindustry)"
"group_zscore((adj_close - low)/(vwap - open), subindustry)"
"group_rank((adj_close - low)/(vwap - open), subindustry)"
"group_mean((adj_close - low)/(vwap - open), subindustry)"
"group_zscore(-(adj_close - low)/(vwap - open), subindustry)"
"group_rank(-(adj_close - low)/(vwap - open), subindustry)"
"group_mean(-(adj_close - low)/(vwap - open), subindustry)"
"group_zscore((adj_close - low)/(vwap - high), subindustry)"
"group_rank((adj_close - low)/(vwap - high), subindustry)"
"group_mean((adj_close - low)/(vwap - high), subindustry)"
"group_zscore(-(adj_close - low)/(vwap - high), subindustry)"
"group_rank(-(adj_close - low)/(vwap - high), subindustry)"
"group_mean(-(adj_close - low)/(vwap - high), subindustry)"
"group_zscore((adj_close - low)/(vwap - low), subindustry)"
"group_rank((adj_close - low)/(vwap - low), subindustry)"
"group_mean((adj_close - low)/(vwap - low), subindustry)"
"group_zscore(-(adj_close - low)/(vwap - low), subindustry)"
"group_rank(-(adj_close - low)/(vwap - low), subindustry)"
"group_mean(-(adj_close - low)/(vwap - low), subindustry)"
"group_zscore((adj_close - low)/(vwap - close), subindustry)"
"group_rank((adj_close - low)/(vwap - close), subindustry)"
"group_mean((adj_close - low)/(vwap - close), subindustry)"
"group_zscore(-(adj_close - low)/(vwap - close), subindustry)"
"group_rank(-(adj_close - low)/(vwap - close), subindustry)"
"group_mean(-(adj_close - low)/(vwap - close), subindustry)"
"group_zscore((adj_close - low)/(vwap - returns), subindustry)"
"group_rank((adj_close - low)/(vwap - returns), subindustry)"
"group_mean((adj_close - low)/(vwap - returns), subindustry)"
"group_zscore(-(adj_close - low)/(vwap - returns), subindustry)"
"group_rank(-(adj_close - low)/(vwap - returns), subindustry)"
"group_mean(-(adj_close - low)/(vwap - returns), subindustry)"
"group_zscore((adj_close - low)/(vwap - adj_close), subindustry)"
"group_rank((adj_close - low)/(vwap - adj_close), subindustry)"
"group_mean((adj_close - low)/(vwap - adj_close), subindustry)"
"group_zscore(-(adj_close - low)/(vwap - adj_close), subindustry)"
"group_rank(-(adj_close - low)/(vwap - adj_close), subindustry)"
"group_mean(-(adj_close - low)/(vwap - adj_close), subindustry)"
"group_zscore((adj_close - low)/(returns - open), subindustry)"
"group_rank((adj_close - low)/(returns - open), subindustry)"
"group_mean((adj_close - low)/(returns - open), subindustry)"
"group_zscore(-(adj_close - low)/(returns - open), subindustry)"
"group_rank(-(adj_close - low)/(returns - open), subindustry)"
"group_mean(-(adj_close - low)/(returns - open), subindustry)"
"group_zscore((adj_close - low)/(returns - high), subindustry)"
"group_rank((adj_close - low)/(returns - high), subindustry)"
"group_mean((adj_close - low)/(returns - high), subindustry)"
"group_zscore(-(adj_close - low)/(returns - high), subindustry)"
"group_rank(-(adj_close - low)/(returns - high), subindustry)"
"group_mean(-(adj_close - low)/(returns - high), subindustry)"
"group_zscore((adj_close - low)/(returns - low), subindustry)"
"group_rank((adj_close - low)/(returns - low), subindustry)"
"group_mean((adj_close - low)/(returns - low), subindustry)"
"group_zscore(-(adj_close - low)/(returns - low), subindustry)"
"group_rank(-(adj_close - low)/(returns - low), subindustry)"
"group_mean(-(adj_close - low)/(returns - low), subindustry)"
"group_zscore((adj_close - low)/(returns - close), subindustry)"
"group_rank((adj_close - low)/(returns - close), subindustry)"
"group_mean((adj_close - low)/(returns - close), subindustry)"
"group_zscore(-(adj_close - low)/(returns - close), subindustry)"
"group_rank(-(adj_close - low)/(returns - close), subindustry)"
"group_mean(-(adj_close - low)/(returns - close), subindustry)"
"group_zscore((adj_close - low)/(returns - vwap), subindustry)"
"group_rank((adj_close - low)/(returns - vwap), subindustry)"
"group_mean((adj_close - low)/(returns - vwap), subindustry)"
"group_zscore(-(adj_close - low)/(returns - vwap), subindustry)"
"group_rank(-(adj_close - low)/(returns - vwap), subindustry)"
"group_mean(-(adj_close - low)/(returns - vwap), subindustry)"
"group_zscore((adj_close - low)/(returns - adj_close), subindustry)"
"group_rank((adj_close - low)/(returns - adj_close), subindustry)"
"group_mean((adj_close - low)/(returns - adj_close), subindustry)"
"group_zscore(-(adj_close - low)/(returns - adj_close), subindustry)"
"group_rank(-(adj_close - low)/(returns - adj_close), subindustry)"
"group_mean(-(adj_close - low)/(returns - adj_close), subindustry)"
"group_zscore((adj_close - low)/(adj_close - open), subindustry)"
"group_rank((adj_close - low)/(adj_close - open), subindustry)"
"group_mean((adj_close - low)/(adj_close - open), subindustry)"
"group_zscore(-(adj_close - low)/(adj_close - open), subindustry)"
"group_rank(-(adj_close - low)/(adj_close - open), subindustry)"
"group_mean(-(adj_close - low)/(adj_close - open), subindustry)"
"group_zscore((adj_close - low)/(adj_close - high), subindustry)"
"group_rank((adj_close - low)/(adj_close - high), subindustry)"
"group_mean((adj_close - low)/(adj_close - high), subindustry)"
"group_zscore(-(adj_close - low)/(adj_close - high), subindustry)"
"group_rank(-(adj_close - low)/(adj_close - high), subindustry)"
"group_mean(-(adj_close - low)/(adj_close - high), subindustry)"
"group_zscore((adj_close - low)/(adj_close - low), subindustry)"
"group_rank((adj_close - low)/(adj_close - low), subindustry)"
"group_mean((adj_close - low)/(adj_close - low), subindustry)"
"group_zscore(-(adj_close - low)/(adj_close - low), subindustry)"
"group_rank(-(adj_close - low)/(adj_close - low), subindustry)"
"group_mean(-(adj_close - low)/(adj_close - low), subindustry)"
"group_zscore((adj_close - low)/(adj_close - close), subindustry)"
"group_rank((adj_close - low)/(adj_close - close), subindustry)"
"group_mean((adj_close - low)/(adj_close - close), subindustry)"
"group_zscore(-(adj_close - low)/(adj_close - close), subindustry)"
"group_rank(-(adj_close - low)/(adj_close - close), subindustry)"
"group_mean(-(adj_close - low)/(adj_close - close), subindustry)"
"group_zscore((adj_close - low)/(adj_close - vwap), subindustry)"
"group_rank((adj_close - low)/(adj_close - vwap), subindustry)"
"group_mean((adj_close - low)/(adj_close - vwap), subindustry)"
"group_zscore(-(adj_close - low)/(adj_close - vwap), subindustry)"
"group_rank(-(adj_close - low)/(adj_close - vwap), subindustry)"
"group_mean(-(adj_close - low)/(adj_close - vwap), subindustry)"
"group_zscore((adj_close - low)/(adj_close - returns), subindustry)"
"group_rank((adj_close - low)/(adj_close - returns), subindustry)"
"group_mean((adj_close - low)/(adj_close - returns), subindustry)"
"group_zscore(-(adj_close - low)/(adj_close - returns), subindustry)"
"group_rank(-(adj_close - low)/(adj_close - returns), subindustry)"
"group_mean(-(adj_close - low)/(adj_close - returns), subindustry)"
"group_zscore((adj_close - close)/(open - high), subindustry)"
"group_rank((adj_close - close)/(open - high), subindustry)"
"group_mean((adj_close - close)/(open - high), subindustry)"
"group_zscore(-(adj_close - close)/(open - high), subindustry)"
"group_rank(-(adj_close - close)/(open - high), subindustry)"
"group_mean(-(adj_close - close)/(open - high), subindustry)"
"group_zscore((adj_close - close)/(open - low), subindustry)"
"group_rank((adj_close - close)/(open - low), subindustry)"
"group_mean((adj_close - close)/(open - low), subindustry)"
"group_zscore(-(adj_close - close)/(open - low), subindustry)"
"group_rank(-(adj_close - close)/(open - low), subindustry)"
"group_mean(-(adj_close - close)/(open - low), subindustry)"
"group_zscore((adj_close - close)/(open - close), subindustry)"
"group_rank((adj_close - close)/(open - close), subindustry)"
"group_mean((adj_close - close)/(open - close), subindustry)"
"group_zscore(-(adj_close - close)/(open - close), subindustry)"
"group_rank(-(adj_close - close)/(open - close), subindustry)"
"group_mean(-(adj_close - close)/(open - close), subindustry)"
"group_zscore((adj_close - close)/(open - vwap), subindustry)"
"group_rank((adj_close - close)/(open - vwap), subindustry)"
"group_mean((adj_close - close)/(open - vwap), subindustry)"
"group_zscore(-(adj_close - close)/(open - vwap), subindustry)"
"group_rank(-(adj_close - close)/(open - vwap), subindustry)"
"group_mean(-(adj_close - close)/(open - vwap), subindustry)"
"group_zscore((adj_close - close)/(open - returns), subindustry)"
"group_rank((adj_close - close)/(open - returns), subindustry)"
"group_mean((adj_close - close)/(open - returns), subindustry)"
"group_zscore(-(adj_close - close)/(open - returns), subindustry)"
"group_rank(-(adj_close - close)/(open - returns), subindustry)"
"group_mean(-(adj_close - close)/(open - returns), subindustry)"
"group_zscore((adj_close - close)/(open - adj_close), subindustry)"
"group_rank((adj_close - close)/(open - adj_close), subindustry)"
"group_mean((adj_close - close)/(open - adj_close), subindustry)"
"group_zscore(-(adj_close - close)/(open - adj_close), subindustry)"
"group_rank(-(adj_close - close)/(open - adj_close), subindustry)"
"group_mean(-(adj_close - close)/(open - adj_close), subindustry)"
"group_zscore((adj_close - close)/(high - open), subindustry)"
"group_rank((adj_close - close)/(high - open), subindustry)"
"group_mean((adj_close - close)/(high - open), subindustry)"
"group_zscore(-(adj_close - close)/(high - open), subindustry)"
"group_rank(-(adj_close - close)/(high - open), subindustry)"
"group_mean(-(adj_close - close)/(high - open), subindustry)"
"group_zscore((adj_close - close)/(high - low), subindustry)"
"group_rank((adj_close - close)/(high - low), subindustry)"
"group_mean((adj_close - close)/(high - low), subindustry)"
"group_zscore(-(adj_close - close)/(high - low), subindustry)"
"group_rank(-(adj_close - close)/(high - low), subindustry)"
"group_mean(-(adj_close - close)/(high - low), subindustry)"
"group_zscore((adj_close - close)/(high - close), subindustry)"
"group_rank((adj_close - close)/(high - close), subindustry)"
"group_mean((adj_close - close)/(high - close), subindustry)"
"group_zscore(-(adj_close - close)/(high - close), subindustry)"
"group_rank(-(adj_close - close)/(high - close), subindustry)"
"group_mean(-(adj_close - close)/(high - close), subindustry)"
"group_zscore((adj_close - close)/(high - vwap), subindustry)"
"group_rank((adj_close - close)/(high - vwap), subindustry)"
"group_mean((adj_close - close)/(high - vwap), subindustry)"
"group_zscore(-(adj_close - close)/(high - vwap), subindustry)"
"group_rank(-(adj_close - close)/(high - vwap), subindustry)"
"group_mean(-(adj_close - close)/(high - vwap), subindustry)"
"group_zscore((adj_close - close)/(high - returns), subindustry)"
"group_rank((adj_close - close)/(high - returns), subindustry)"
"group_mean((adj_close - close)/(high - returns), subindustry)"
"group_zscore(-(adj_close - close)/(high - returns), subindustry)"
"group_rank(-(adj_close - close)/(high - returns), subindustry)"
"group_mean(-(adj_close - close)/(high - returns), subindustry)"
"group_zscore((adj_close - close)/(high - adj_close), subindustry)"
"group_rank((adj_close - close)/(high - adj_close), subindustry)"
"group_mean((adj_close - close)/(high - adj_close), subindustry)"
"group_zscore(-(adj_close - close)/(high - adj_close), subindustry)"
"group_rank(-(adj_close - close)/(high - adj_close), subindustry)"
"group_mean(-(adj_close - close)/(high - adj_close), subindustry)"
"group_zscore((adj_close - close)/(low - open), subindustry)"
"group_rank((adj_close - close)/(low - open), subindustry)"
"group_mean((adj_close - close)/(low - open), subindustry)"
"group_zscore(-(adj_close - close)/(low - open), subindustry)"
"group_rank(-(adj_close - close)/(low - open), subindustry)"
"group_mean(-(adj_close - close)/(low - open), subindustry)"
"group_zscore((adj_close - close)/(low - high), subindustry)"
"group_rank((adj_close - close)/(low - high), subindustry)"
"group_mean((adj_close - close)/(low - high), subindustry)"
"group_zscore(-(adj_close - close)/(low - high), subindustry)"
"group_rank(-(adj_close - close)/(low - high), subindustry)"
"group_mean(-(adj_close - close)/(low - high), subindustry)"
"group_zscore((adj_close - close)/(low - close), subindustry)"
"group_rank((adj_close - close)/(low - close), subindustry)"
"group_mean((adj_close - close)/(low - close), subindustry)"
"group_zscore(-(adj_close - close)/(low - close), subindustry)"
"group_rank(-(adj_close - close)/(low - close), subindustry)"
"group_mean(-(adj_close - close)/(low - close), subindustry)"
"group_zscore((adj_close - close)/(low - vwap), subindustry)"
"group_rank((adj_close - close)/(low - vwap), subindustry)"
"group_mean((adj_close - close)/(low - vwap), subindustry)"
"group_zscore(-(adj_close - close)/(low - vwap), subindustry)"
"group_rank(-(adj_close - close)/(low - vwap), subindustry)"
"group_mean(-(adj_close - close)/(low - vwap), subindustry)"
"group_zscore((adj_close - close)/(low - returns), subindustry)"
"group_rank((adj_close - close)/(low - returns), subindustry)"
"group_mean((adj_close - close)/(low - returns), subindustry)"
"group_zscore(-(adj_close - close)/(low - returns), subindustry)"
"group_rank(-(adj_close - close)/(low - returns), subindustry)"
"group_mean(-(adj_close - close)/(low - returns), subindustry)"
"group_zscore((adj_close - close)/(low - adj_close), subindustry)"
"group_rank((adj_close - close)/(low - adj_close), subindustry)"
"group_mean((adj_close - close)/(low - adj_close), subindustry)"
"group_zscore(-(adj_close - close)/(low - adj_close), subindustry)"
"group_rank(-(adj_close - close)/(low - adj_close), subindustry)"
"group_mean(-(adj_close - close)/(low - adj_close), subindustry)"
"group_zscore((adj_close - close)/(close - open), subindustry)"
"group_rank((adj_close - close)/(close - open), subindustry)"
"group_mean((adj_close - close)/(close - open), subindustry)"
"group_zscore(-(adj_close - close)/(close - open), subindustry)"
"group_rank(-(adj_close - close)/(close - open), subindustry)"
"group_mean(-(adj_close - close)/(close - open), subindustry)"
"group_zscore((adj_close - close)/(close - high), subindustry)"
"group_rank((adj_close - close)/(close - high), subindustry)"
"group_mean((adj_close - close)/(close - high), subindustry)"
"group_zscore(-(adj_close - close)/(close - high), subindustry)"
"group_rank(-(adj_close - close)/(close - high), subindustry)"
"group_mean(-(adj_close - close)/(close - high), subindustry)"
"group_zscore((adj_close - close)/(close - low), subindustry)"
"group_rank((adj_close - close)/(close - low), subindustry)"
"group_mean((adj_close - close)/(close - low), subindustry)"
"group_zscore(-(adj_close - close)/(close - low), subindustry)"
"group_rank(-(adj_close - close)/(close - low), subindustry)"
"group_mean(-(adj_close - close)/(close - low), subindustry)"
"group_zscore((adj_close - close)/(close - vwap), subindustry)"
"group_rank((adj_close - close)/(close - vwap), subindustry)"
"group_mean((adj_close - close)/(close - vwap), subindustry)"
"group_zscore(-(adj_close - close)/(close - vwap), subindustry)"
"group_rank(-(adj_close - close)/(close - vwap), subindustry)"
"group_mean(-(adj_close - close)/(close - vwap), subindustry)"
"group_zscore((adj_close - close)/(close - returns), subindustry)"
"group_rank((adj_close - close)/(close - returns), subindustry)"
"group_mean((adj_close - close)/(close - returns), subindustry)"
"group_zscore(-(adj_close - close)/(close - returns), subindustry)"
"group_rank(-(adj_close - close)/(close - returns), subindustry)"
"group_mean(-(adj_close - close)/(close - returns), subindustry)"
"group_zscore((adj_close - close)/(close - adj_close), subindustry)"
"group_rank((adj_close - close)/(close - adj_close), subindustry)"
"group_mean((adj_close - close)/(close - adj_close), subindustry)"
"group_zscore(-(adj_close - close)/(close - adj_close), subindustry)"
"group_rank(-(adj_close - close)/(close - adj_close), subindustry)"
"group_mean(-(adj_close - close)/(close - adj_close), subindustry)"
"group_zscore((adj_close - close)/(vwap - open), subindustry)"
"group_rank((adj_close - close)/(vwap - open), subindustry)"
"group_mean((adj_close - close)/(vwap - open), subindustry)"
"group_zscore(-(adj_close - close)/(vwap - open), subindustry)"
"group_rank(-(adj_close - close)/(vwap - open), subindustry)"
"group_mean(-(adj_close - close)/(vwap - open), subindustry)"
"group_zscore((adj_close - close)/(vwap - high), subindustry)"
"group_rank((adj_close - close)/(vwap - high), subindustry)"
"group_mean((adj_close - close)/(vwap - high), subindustry)"
"group_zscore(-(adj_close - close)/(vwap - high), subindustry)"
"group_rank(-(adj_close - close)/(vwap - high), subindustry)"
"group_mean(-(adj_close - close)/(vwap - high), subindustry)"
"group_zscore((adj_close - close)/(vwap - low), subindustry)"
"group_rank((adj_close - close)/(vwap - low), subindustry)"
"group_mean((adj_close - close)/(vwap - low), subindustry)"
"group_zscore(-(adj_close - close)/(vwap - low), subindustry)"
"group_rank(-(adj_close - close)/(vwap - low), subindustry)"
"group_mean(-(adj_close - close)/(vwap - low), subindustry)"
"group_zscore((adj_close - close)/(vwap - close), subindustry)"
"group_rank((adj_close - close)/(vwap - close), subindustry)"
"group_mean((adj_close - close)/(vwap - close), subindustry)"
"group_zscore(-(adj_close - close)/(vwap - close), subindustry)"
"group_rank(-(adj_close - close)/(vwap - close), subindustry)"
"group_mean(-(adj_close - close)/(vwap - close), subindustry)"
"group_zscore((adj_close - close)/(vwap - returns), subindustry)"
"group_rank((adj_close - close)/(vwap - returns), subindustry)"
"group_mean((adj_close - close)/(vwap - returns), subindustry)"
"group_zscore(-(adj_close - close)/(vwap - returns), subindustry)"
"group_rank(-(adj_close - close)/(vwap - returns), subindustry)"
"group_mean(-(adj_close - close)/(vwap - returns), subindustry)"
"group_zscore((adj_close - close)/(vwap - adj_close), subindustry)"
"group_rank((adj_close - close)/(vwap - adj_close), subindustry)"
"group_mean((adj_close - close)/(vwap - adj_close), subindustry)"
"group_zscore(-(adj_close - close)/(vwap - adj_close), subindustry)"
"group_rank(-(adj_close - close)/(vwap - adj_close), subindustry)"
"group_mean(-(adj_close - close)/(vwap - adj_close), subindustry)"
"group_zscore((adj_close - close)/(returns - open), subindustry)"
"group_rank((adj_close - close)/(returns - open), subindustry)"
"group_mean((adj_close - close)/(returns - open), subindustry)"
"group_zscore(-(adj_close - close)/(returns - open), subindustry)"
"group_rank(-(adj_close - close)/(returns - open), subindustry)"
"group_mean(-(adj_close - close)/(returns - open), subindustry)"
"group_zscore((adj_close - close)/(returns - high), subindustry)"
"group_rank((adj_close - close)/(returns - high), subindustry)"
"group_mean((adj_close - close)/(returns - high), subindustry)"
"group_zscore(-(adj_close - close)/(returns - high), subindustry)"
"group_rank(-(adj_close - close)/(returns - high), subindustry)"
"group_mean(-(adj_close - close)/(returns - high), subindustry)"
"group_zscore((adj_close - close)/(returns - low), subindustry)"
"group_rank((adj_close - close)/(returns - low), subindustry)"
"group_mean((adj_close - close)/(returns - low), subindustry)"
"group_zscore(-(adj_close - close)/(returns - low), subindustry)"
"group_rank(-(adj_close - close)/(returns - low), subindustry)"
"group_mean(-(adj_close - close)/(returns - low), subindustry)"
